soc,lmp,a,total_rwd
0.00,988.90,2,0.00e+00
0.00,962.50,2,0.00e+00
0.00,935.09,2,0.00e+00
0.00,906.77,2,0.00e+00
0.00,877.68,2,0.00e+00
0.00,847.94,2,0.00e+00
0.00,817.67,2,0.00e+00
0.00,787.00,2,0.00e+00
0.00,756.07,2,0.00e+00
0.00,725.00,2,0.00e+00
0.00,693.93,2,0.00e+00
0.00,663.00,2,0.00e+00
0.00,632.33,2,0.00e+00
0.00,602.06,2,0.00e+00
0.00,572.32,2,0.00e+00
0.00,543.23,2,0.00e+00
0.00,514.91,2,0.00e+00
0.00,487.50,2,0.00e+00
0.00,461.10,2,0.00e+00
0.00,435.84,2,0.00e+00
0.00,411.81,2,0.00e+00
0.00,389.12,2,0.00e+00
0.00,367.88,2,0.00e+00
0.00,348.16,2,0.00e+00
0.00,330.05,2,0.00e+00
0.00,313.64,2,0.00e+00
0.00,298.99,2,0.00e+00
0.00,286.16,2,0.00e+00
0.00,275.21,2,0.00e+00
0.00,266.19,2,0.00e+00
0.00,259.13,2,0.00e+00
0.00,254.06,2,0.00e+00
0.00,251.02,2,0.00e+00
0.00,250.00,2,0.00e+00
0.00,251.02,2,0.00e+00
0.00,254.06,2,0.00e+00
0.00,259.13,2,0.00e+00
0.00,266.19,2,0.00e+00
0.00,275.21,2,0.00e+00
0.00,286.16,2,0.00e+00
0.00,298.99,2,0.00e+00
0.00,313.64,2,0.00e+00
0.00,330.05,2,0.00e+00
0.00,348.16,2,0.00e+00
0.00,367.88,2,0.00e+00
0.00,389.12,2,0.00e+00
0.00,411.81,2,0.00e+00
0.00,435.84,2,0.00e+00
0.00,461.10,2,0.00e+00
0.00,487.50,2,0.00e+00
0.00,514.91,2,0.00e+00
0.00,543.23,2,0.00e+00
0.00,572.32,2,0.00e+00
0.00,602.06,2,0.00e+00
0.00,632.33,2,0.00e+00
0.00,663.00,2,0.00e+00
0.00,693.93,2,0.00e+00
0.00,725.00,2,0.00e+00
0.00,756.07,2,0.00e+00
0.00,787.00,2,0.00e+00
0.00,817.67,2,0.00e+00
0.00,847.94,2,0.00e+00
0.00,877.68,2,0.00e+00
0.00,906.77,2,0.00e+00
0.00,935.09,2,0.00e+00
0.00,962.50,2,0.00e+00
0.00,988.90,2,0.00e+00
0.00,1014.16,2,0.00e+00
0.00,1038.19,2,0.00e+00
0.00,1060.88,2,0.00e+00
0.00,1082.12,2,0.00e+00
0.00,1101.84,2,0.00e+00
0.00,1119.95,2,0.00e+00
0.00,1136.36,2,0.00e+00
0.00,1151.01,2,0.00e+00
0.00,1163.84,2,0.00e+00
0.00,1174.79,2,0.00e+00
0.00,1183.81,2,0.00e+00
0.00,1190.87,2,0.00e+00
0.00,1195.94,2,0.00e+00
0.00,1198.98,2,0.00e+00
0.00,1200.00,2,0.00e+00
0.00,1198.98,2,0.00e+00
0.00,1195.94,2,0.00e+00
0.00,1190.87,2,0.00e+00
0.00,1183.81,2,0.00e+00
0.00,1174.79,2,0.00e+00
0.00,1163.84,2,0.00e+00
0.00,1151.01,2,0.00e+00
0.00,1136.36,2,0.00e+00
0.00,1119.95,2,0.00e+00
0.00,1101.84,2,0.00e+00
0.00,1082.12,2,0.00e+00
0.00,1060.88,2,0.00e+00
0.00,1038.19,2,0.00e+00
0.00,1014.16,2,0.00e+00
0.00,988.90,2,0.00e+00
0.00,962.50,2,0.00e+00
0.00,935.09,2,0.00e+00
0.00,906.77,2,0.00e+00
0.00,877.68,2,0.00e+00
0.00,847.94,2,0.00e+00
0.00,817.67,2,0.00e+00
0.00,787.00,2,0.00e+00
0.00,756.07,2,0.00e+00
0.00,725.00,2,0.00e+00
0.00,693.93,2,0.00e+00
0.00,663.00,2,0.00e+00
0.00,632.33,2,0.00e+00
0.00,602.06,2,0.00e+00
0.00,572.32,2,0.00e+00
0.00,543.23,2,0.00e+00
0.00,514.91,2,0.00e+00
0.00,487.50,2,0.00e+00
0.00,461.10,2,0.00e+00
0.00,435.84,2,0.00e+00
0.00,411.81,2,0.00e+00
0.00,389.12,2,0.00e+00
0.00,367.88,2,0.00e+00
0.00,348.16,2,0.00e+00
0.00,330.05,2,0.00e+00
0.00,313.64,2,0.00e+00
0.00,298.99,2,0.00e+00
0.00,286.16,2,0.00e+00
0.00,275.21,2,0.00e+00
0.00,266.19,2,0.00e+00
0.00,259.13,2,0.00e+00
0.00,254.06,2,0.00e+00
0.00,251.02,2,0.00e+00
0.00,250.00,2,0.00e+00
0.00,251.02,2,0.00e+00
0.00,254.06,2,0.00e+00
0.00,259.13,2,0.00e+00
0.00,266.19,2,0.00e+00
0.00,275.21,2,0.00e+00
0.00,286.16,2,0.00e+00
0.00,298.99,2,0.00e+00
0.00,313.64,2,0.00e+00
0.00,330.05,2,0.00e+00
0.00,348.16,2,0.00e+00
0.00,367.88,2,0.00e+00
0.00,389.12,2,0.00e+00
0.00,411.81,2,0.00e+00
0.00,435.84,2,0.00e+00
0.00,461.10,2,0.00e+00
0.00,487.50,2,0.00e+00
0.00,514.91,2,0.00e+00
0.00,543.23,2,0.00e+00
0.00,572.32,2,0.00e+00
0.00,602.06,2,0.00e+00
0.00,632.33,2,0.00e+00
0.00,663.00,2,0.00e+00
0.00,693.93,2,0.00e+00
0.00,725.00,2,0.00e+00
0.00,756.07,2,0.00e+00
0.00,787.00,2,0.00e+00
0.00,817.67,2,0.00e+00
0.00,847.94,2,0.00e+00
0.00,877.68,2,0.00e+00
0.00,906.77,2,0.00e+00
0.00,935.09,2,0.00e+00
0.00,962.50,2,0.00e+00
0.00,988.90,2,0.00e+00
0.00,1014.16,2,0.00e+00
0.00,1038.19,2,0.00e+00
0.00,1060.88,2,0.00e+00
0.00,1082.12,2,0.00e+00
0.00,1101.84,2,0.00e+00
0.00,1119.95,2,0.00e+00
0.00,1136.36,2,0.00e+00
0.00,1151.01,2,0.00e+00
0.00,1163.84,2,0.00e+00
0.00,1174.79,2,0.00e+00
0.00,1183.81,2,0.00e+00
0.00,1190.87,2,0.00e+00
0.00,1195.94,2,0.00e+00
0.00,1198.98,2,0.00e+00
0.00,1200.00,2,0.00e+00
0.00,1198.98,2,0.00e+00
0.00,1195.94,2,0.00e+00
0.00,1190.87,2,0.00e+00
0.00,1183.81,2,0.00e+00
0.00,1174.79,2,0.00e+00
0.00,1163.84,2,0.00e+00
0.00,1151.01,2,0.00e+00
0.00,1136.36,2,0.00e+00
0.00,1119.95,2,0.00e+00
0.00,1101.84,2,0.00e+00
0.00,1082.12,2,0.00e+00
0.00,1060.88,2,0.00e+00
0.00,1038.19,2,0.00e+00
0.00,1014.16,2,0.00e+00
0.00,988.90,2,0.00e+00
0.00,962.50,2,0.00e+00
0.00,756.07,2,0.00e+00
0.00,787.00,2,0.00e+00
0.00,817.67,2,0.00e+00
0.00,847.94,2,0.00e+00
0.00,877.68,2,0.00e+00
0.00,906.77,2,0.00e+00
0.00,935.09,2,0.00e+00
0.00,962.50,2,0.00e+00
0.00,988.90,2,0.00e+00
0.00,1014.16,2,0.00e+00
0.00,1038.19,2,0.00e+00
0.00,1060.88,2,0.00e+00
0.00,1082.12,2,0.00e+00
0.00,1101.84,2,0.00e+00
0.00,1119.95,2,0.00e+00
0.00,1136.36,2,0.00e+00
0.00,1151.01,2,0.00e+00
0.00,1163.84,2,0.00e+00
0.00,1174.79,2,0.00e+00
0.00,1183.81,2,0.00e+00
0.00,1190.87,2,0.00e+00
0.00,1195.94,2,0.00e+00
0.00,1198.98,2,0.00e+00
0.00,1200.00,2,0.00e+00
